TARGET,SK_ID_CURR,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_BIRTH,DAYS_EMPLOYED_log,CODE_GENDER_M,CREDIT_INCOME_PERCENT_log,ANNUITY_INCOME_PERCENT,CREDIT_TERM,AMT_CREDIT,AMT_ANNUITY_log,AMT_INCOME_TOTAL_log,DAYS_EMPLOYED_PERCENT
0,373144,0.6397967972851479,0.6926088745365221,0.5884877883422673,16000,9.134862230800225,False,1.4453931135070972,0.22056,0.06800019731649566,364896.0,10.119163289002817,11.630717389475995,0.5795
0,182273,0.2459786703653888,0.4764788048769551,0.3523399726917038,11624,6.754604099487962,False,1.5574442504473889,0.15941860465116278,0.04254936160439956,724981.5,10.33684340578514,12.173037959397275,0.07372677219545767
0,375247,0.7662259999035103,0.758066391573076,0.4066174366275036,14659,6.536691597591305,False,1.209139434277295,0.08491666666666667,0.03612552823392609,634662.0,10.040135957227244,12.506180941677357,0.04700184187188758
0,213284,0.7111886724866191,0.6959553649749566,0.646329897706246,14106,7.175489713624222,True,1.7337183129444376,0.20843333333333333,0.04471219163389346,1258650.0,10.938058973994185,12.506180941677357,0.09258471572380547
0,199978,0.6291082464068634,0.7829154924334512,0.5513812618027899,18965,7.741533589281828,True,2.148748363879105,0.30152,0.03980924516643518,852088.5,10.431819050431784,11.630717389475995,0.12132876351173214
0,192731,0.3866699618050109,0.6622440153667751,0.6279908192952864,11022,7.033506484287697,False,1.7959174793767188,0.213625,0.042512437810945276,904500.0,10.557204998099248,12.100717685412471,0.1027944111776447
0,399577,0.5408451648256456,0.6013035201491317,0.2176285202779586,12561,7.37650812632622,False,1.367677696958006,0.15004444444444445,0.05127582017010936,592560.0,10.321704344569456,12.218500103788143,0.12713955895231271
0,422628,0.6008199859158613,0.6612013882779811,0.6058362647264226,25114,8.593598522618644,True,0.881699287104536,0.140675,0.09941696113074205,254700.0,10.139448607560952,12.100717685412471,0.2148602373178307
0,420236,0.6069856209550112,0.3368745997030159,0.4014074137749511,11924,7.461640392208575,False,2.509591132264022,0.4787,0.04236320675404207,508495.5,9.977783007113922,10.714439990727769,0.14584032203958402
0,130612,0.545087481982726,0.0083736686555186,0.2250868621163805,9338,6.785587645007929,False,1.2019708016552628,0.1406,0.0604297994269341,314100.0,9.851246440690437,11.813037464800539,0.09466695223816664
0,428484,0.6715975568969035,0.4335266578447815,0.6380435278721609,14267,6.251903883165888,False,1.0935140433552122,0.0931860465116279,0.04695116235470566,384048.0,9.799930964377827,12.173037959397275,0.036307562907408705
0,389719,0.7905531379942466,0.4879387852154698,0.5954562029091491,11591,7.7823903355874595,False,1.3976731267197477,0.2006,0.06586172648997382,548239.5,10.494297420728252,12.100717685412471,0.20679837805193685
0,455875,0.2645253894710223,0.7102773588710077,0.3910549766342248,8971,5.700443573390687,True,1.6265998011453557,0.2224,0.054422434571949445,735579.0,10.597459392970629,12.100717685412471,0.033218147363727565
0,275821,0.1968808749246337,0.2210713404577587,0.5744466170995097,8355,6.918695219020472,False,1.6081036894209637,0.20386666666666667,0.051051752921535895,269550.0,9.529666449762425,11.119897691565697,0.12088569718731298
0,240157,0.4937536097725434,0.4866822097670034,0.4258928980051529,13903,8.580731212220226,False,0.9604619501872925,0.08235483870967741,0.05106,225000.0,9.349188853794992,11.845827048676645,0.38315471480975327
0,393137,0.4633559370813175,0.1179730597056813,0.6380435278721609,15140,7.083387847625295,False,1.7611215516175676,0.15924,0.03304447432641068,542133.0,9.793421538922573,11.630717389475995,0.07866578599735799
0,302725,0.6218194389384284,0.7570261407868559,0.6127042441012546,18441,7.628517626575055,True,0.9627161975847992,0.12103,0.07476525821596244,728460.0,10.905304392266935,13.017005083966255,0.11143647307629738
0,225164,0.4890899645104155,0.2563533295437064,0.3457848024695955,17111,7.283448228756631,False,1.3128630830340076,0.29372,0.10811248527679623,305640.0,10.40561041690795,11.630717389475995,0.08503301969493308
0,206678,0.262070070120872,0.6056936795289057,0.4014074137749511,9006,6.677083461247136,False,0.7570605063035981,0.1134,0.10017667844522968,101880.0,9.230829038403499,11.407576060361786,0.0880524095047746
0,418685,0.6488636406195719,0.4111505155207266,0.5709165417729987,20834,8.998754769495703,False,1.252762968495368,0.125,0.05,337500.0,9.733647773244229,11.813037464800539,0.38840357108572526
0,303768,0.734269989924487,0.7059610747040349,0.1654074596555436,14439,8.313852267398207,False,1.5483502204542623,0.13303703703703704,0.03592,450000.0,9.690603690159534,11.707677772181546,0.28249878800470946
0,123117,0.2395409328355015,0.3658376738414769,0.4722533429586386,11162,6.82001636467413,False,1.0986122886681098,0.1,0.05,180000.0,9.105090961257085,11.407576060361786,0.08197455653108762
